policy_id,policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density
ID54936,1.21760109,0.05,0.663461538,C11,6108
ID54937,0.095433232,0.1,0.596153846,C8,8794
ID54938,0.39916132,0.12,0.384615385,C8,8794
ID54939,0.212159515,0.05,0.451923077,C5,34738
ID54940,0.002928215,0.08,0.490384615,C5,34738
ID54941,0.246105068,0.1,0.5,C5,34738
ID54942,1.024956598,0.04,0.586538462,C5,34738
ID54943,0.724481966,0.06,0.442307692,C1,4990
ID54944,1.188980847,0.1,0.528846154,C21,3264
ID54945,0.604233259,0.05,0.336538462,C2,27003
ID54946,0.086949211,0.14,0.326923077,C17,65567
ID54947,1.042088313,0.04,0.307692308,C3,4076
ID54948,1.073648373,0.1,0.682692308,C10,73430
ID54949,0.241565252,0.03,0.298076923,C16,16206
ID54950,1.203662027,0,0.355769231,C19,27742
ID54951,0.613386249,0.1,0.548076923,C14,7788
ID54952,1.133454899,0.02,0.307692308,C8,8794
ID54953,0.069324751,0.09,0.413461538,C3,4076
ID54954,1.23401481,0.04,0.442307692,C3,4076
ID54955,0.907809719,0.11,0.605769231,C5,34738
ID54956,0.882757634,0.05,0.394230769,C8,8794
ID54957,1.230948031,0.03,0.423076923,C12,34791
ID54958,0.073455457,0.02,0.509615385,C5,34738
ID54959,0.092522867,0,0.471153846,C4,21622
ID54960,0.002815812,0.06,0.326923077,C8,8794
ID54961,0.08211335,0.15,0.615384615,C9,17804
ID54962,1.236287796,0.08,0.307692308,C2,27003
ID54963,0.178416615,0.14,0.346153846,C8,8794
ID54964,0.551933067,0.13,0.605769231,C8,8794
ID54965,0.948753211,0.08,0.403846154,C8,8794
ID54966,0.093497759,0.09,0.355769231,C9,17804
ID54967,0.757284065,0,0.5,C3,4076
ID54968,0.072151568,0.19,0.413461538,C11,6108
ID54969,0.498703713,0,0.548076923,C9,17804
ID54970,0.088646653,0.04,0.355769231,C5,34738
ID54971,0.490328321,0.07,0.432692308,C14,7788
ID54972,0.140247638,0.15,0.548076923,C8,8794
ID54973,0.817810021,0.02,0.605769231,C9,17804
ID54974,1.144724944,0.01,0.557692308,C9,17804
ID54975,1.07948532,0.04,0.336538462,C14,7788
ID54976,1.100130005,0.11,0.682692308,C19,27742
ID54977,0.744100482,0.13,0.846153846,C3,4076
ID54978,0.913062056,0.11,0.375,C2,27003
ID54979,0.964512946,0.02,0.461538462,C3,4076
ID54980,0.715718447,0,0.788461538,C9,17804
ID54981,0.085005488,0.26,0.307692308,C10,73430
ID54982,0.597655752,0.04,0.605769231,C14,7788
ID54983,0.587649694,0.15,0.471153846,C8,8794
ID54984,0.443319237,0.1,0.326923077,C16,16206
ID54985,0.169002998,0.07,0.548076923,C17,65567
ID54986,0.249333144,0.14,0.298076923,C13,5410
ID54987,1.013158746,0.12,0.403846154,C8,8794
ID54988,1.018777465,0.13,0.807692308,C12,34791
ID54989,1.144238772,0.05,0.365384615,C8,8794
ID54990,0.281670562,0.03,0.682692308,C14,7788
ID54991,0.948130148,0.18,0.586538462,C2,27003
ID54992,1.132253933,0.09,0.634615385,C1,4990
ID54993,0.049049818,0.03,0.326923077,C13,5410
ID54994,0.767342509,0.11,0.346153846,C12,34791
ID54995,0.925680322,0.03,0.490384615,C6,13051
ID54996,0.740486914,0.07,0.519230769,C8,8794
ID54997,0.689228245,0.1,0.5,C8,8794
ID54998,0.398467971,0.03,0.307692308,C8,8794
ID54999,0.28912548,0.08,0.317307692,C2,27003
ID55000,0.193989278,0.3,0.307692308,C20,20905
ID55001,1.200300158,0.02,0.432692308,C4,21622
ID55002,0.690180764,0.01,0.442307692,C9,17804
ID55003,1.137183447,0.09,0.442307692,C3,4076
ID55004,0.074127917,0.05,0.307692308,C4,21622
ID55005,1.202335215,0.24,0.307692308,C2,27003
ID55006,1.217779673,0.08,0.461538462,C2,27003
ID55007,0.271070362,0.1,0.346153846,C15,290
ID55008,0.758599569,0.03,0.326923077,C9,17804
ID55009,1.018196634,0.13,0.528846154,C8,8794
ID55010,0.564363048,0.12,0.336538462,C10,73430
ID55011,1.109118269,0.04,0.394230769,C3,4076
ID55012,0.873562717,0.08,0.365384615,C12,34791
ID55013,0.679113264,0.08,0.384615385,C10,73430
ID55014,1.087012461,0.03,0.461538462,C8,8794
ID55015,0.327699954,0.05,0.307692308,C15,290
ID55016,0.125505856,0.15,0.346153846,C2,27003
ID55017,0.301404273,0.06,0.5,C3,4076
ID55018,0.011148141,0,0.576923077,C8,8794
ID55019,0.068653464,0.13,0.413461538,C2,27003
ID55020,0.083332149,0.13,0.423076923,C8,8794
ID55021,1.105560994,0.12,0.5,C14,7788
ID55022,0.907453198,0.15,0.451923077,C2,27003
ID55023,0.282468066,0.02,0.451923077,C12,34791
ID55024,1.052324756,0.05,0.509615385,C13,5410
ID55025,0.042150386,0,0.605769231,C3,4076
ID55026,1.177568519,0.08,0.826923077,C14,7788
ID55027,1.001207808,0.02,0.423076923,C1,4990
ID55028,0.089399571,0.09,0.394230769,C1,4990
ID55029,1.154578249,0.11,0.740384615,C14,7788
ID55030,1.228476407,0.15,0.605769231,C13,5410
ID55031,0.036146649,0.01,0.403846154,C2,27003
ID55032,1.155716715,0.07,0.653846154,C11,6108
ID55033,0.543888601,0.01,0.701923077,C5,34738
ID55034,0.024580813,0.15,0.375,C5,34738
ID55035,0.331127606,0,0.365384615,C8,8794
ID55036,1.037211784,0.15,0.442307692,C5,34738
ID55037,0.652833342,0.01,0.346153846,C13,5410
ID55038,0.728471376,0.03,0.528846154,C2,27003
ID55039,0.595560854,0.11,0.365384615,C3,4076
ID55040,0.798840156,0.01,0.326923077,C9,17804
ID55041,0.099000333,0.01,0.288461538,C3,4076
ID55042,0.335057675,0.13,0.288461538,C2,27003
ID55043,0.174124354,0.1,0.461538462,C9,17804
ID55044,1.238026014,0.23,0.346153846,C8,8794
ID55045,0.31874098,0.06,0.711538462,C14,7788
ID55046,0.350411339,0.02,0.298076923,C8,8794
ID55047,0.091034468,0.09,0.557692308,C8,8794
ID55048,0.103891232,0.1,0.307692308,C2,27003
ID55049,0.715714356,0.01,0.442307692,C8,8794
ID55050,1.057832207,0.05,0.413461538,C5,34738
ID55051,0.780441993,0.01,0.509615385,C8,8794
ID55052,0.857346431,0.13,0.423076923,C8,8794
ID55053,0.51735562,0.15,0.682692308,C8,8794
ID55054,0.923315587,0.06,0.413461538,C10,73430
ID55055,1.102233188,0.07,0.586538462,C13,5410
ID55056,0.048394775,0.01,0.557692308,C3,4076
ID55057,0.04798813,0.03,0.480769231,C3,4076
ID55058,1.065446399,0.19,0.567307692,C3,4076
ID55059,1.038196285,0.08,0.557692308,C8,8794
ID55060,0.550459443,0.02,0.682692308,C2,27003
ID55061,0.365389998,0.01,0.394230769,C18,35036
ID55062,0.554551567,0.04,0.5,C14,7788
ID55063,0.471917642,0.1,0.557692308,C12,34791
ID55064,0.413123062,0.01,0.394230769,C3,4076
ID55065,0.796841335,0.06,0.480769231,C8,8794
ID55066,0.490065614,0.08,0.394230769,C9,17804
ID55067,0.441022976,0.04,0.557692308,C13,5410
ID55068,0.846441871,0.09,0.451923077,C5,34738
ID55069,0.235991797,0.05,0.682692308,C1,4990
ID55070,0.150648712,0.05,0.307692308,C6,13051
ID55071,0.521027239,0.13,0.490384615,C5,34738
ID55072,0.627213483,0.17,0.432692308,C10,73430
ID55073,1.231167191,0.07,0.346153846,C8,8794
ID55074,0.567433129,0.01,0.548076923,C10,73430
ID55075,1.067781838,0.15,0.480769231,C13,5410
ID55076,0.473653236,0.05,0.548076923,C3,4076
ID55077,0.238916215,0.02,0.5,C7,6112
ID55078,1.151126232,0.12,0.538461538,C8,8794
ID55079,0.110801528,0.06,0.394230769,C17,65567
ID55080,1.030327516,0.08,0.5,C10,73430
ID55081,0.424790848,0.04,0.355769231,C5,34738
ID55082,1.192451157,0.05,0.307692308,C2,27003
ID55083,0.98906561,0.01,0.778846154,C9,17804
ID55084,1.102930177,0.06,0.326923077,C8,8794
ID55085,0.374110999,0,0.5,C13,5410
ID55086,1.092277636,0.06,0.509615385,C12,34791
ID55087,0.309037499,0.03,0.682692308,C3,4076
ID55088,0.08483422,0.03,0.375,C8,8794
ID55089,0.006598655,0.02,0.307692308,C7,6112
ID55090,1.132994167,0.18,0.567307692,C2,27003
ID55091,0.073210315,0.01,0.432692308,C7,6112
ID55092,0.220385137,0.11,0.423076923,C13,5410
ID55093,0.141002425,0.1,0.375,C8,8794
ID55094,0.576387912,0.04,0.663461538,C3,4076
ID55095,0.041071627,0.01,0.673076923,C8,8794
ID55096,0.009868588,0,0.288461538,C2,27003
ID55097,0.277609423,0.15,0.442307692,C10,73430
ID55098,1.214103005,0.03,0.490384615,C8,8794
ID55099,0.426286148,0.02,0.326923077,C4,21622
ID55100,0.094433323,0.02,0.548076923,C2,27003
ID55101,1.121093024,0.13,0.403846154,C8,8794
ID55102,1.18346454,0.03,0.480769231,C14,7788
ID55103,1.178149301,0.15,0.538461538,C8,8794
ID55104,1.136114649,0.03,0.730769231,C8,8794
ID55105,1.014043285,0.03,0.461538462,C2,27003
ID55106,1.0263055,0.11,0.461538462,C12,34791
ID55107,0.096158277,0.13,0.596153846,C2,27003
ID55108,1.212708918,0.04,0.509615385,C12,34791
ID55109,0.070717824,0.01,0.471153846,C3,4076
ID55110,1.195846214,0.05,0.365384615,C2,27003
ID55111,0.202497619,0.14,0.423076923,C14,7788
ID55112,1.057828335,0.18,0.403846154,C22,16733
ID55113,0.099506618,0.09,0.336538462,C7,6112
ID55114,1.081167619,0.1,0.490384615,C13,5410
ID55115,0.915091368,0.03,0.528846154,C5,34738
ID55116,0.035803065,0,0.346153846,C3,4076
ID55117,0.05048953,0,0.682692308,C10,73430
ID55118,0.211838532,0,0.673076923,C2,27003
ID55119,0.135977518,0.13,0.471153846,C9,17804
ID55120,0.611422337,0.1,0.298076923,C5,34738
ID55121,0.622258091,0.02,0.567307692,C10,73430
ID55122,0.087394067,0.04,0.625,C5,34738
ID55123,0.389799733,0.01,0.355769231,C2,27003
ID55124,0.891895768,0.06,0.471153846,C2,27003
ID55125,0.627514782,0.01,0.471153846,C10,73430
ID55126,0.679802509,0.01,0.384615385,C9,17804
ID55127,0.699899482,0.02,0.375,C13,5410
ID55128,1.013794742,0.03,0.365384615,C4,21622
ID55129,0.05205221,0.03,0.471153846,C3,4076
ID55130,1.187258937,0.15,0.423076923,C13,5410
ID55131,0.190128663,0.03,0.442307692,C15,290
ID55132,0.095967623,0.11,0.394230769,C5,34738
ID55133,0.081098032,0.01,0.471153846,C8,8794
ID55134,0.987512073,0.11,0.336538462,C8,8794
ID55135,0.467720468,0,0.480769231,C14,7788
ID55136,1.057767337,0.03,0.451923077,C2,27003
ID55137,1.034417235,0.09,0.538461538,C3,4076
ID55138,0.338649167,0.01,0.394230769,C3,4076
ID55139,0.421729338,0.05,0.298076923,C5,34738
ID55140,0.458177599,0.01,0.701923077,C5,34738
ID55141,1.035265663,0.14,0.480769231,C11,6108
ID55142,0.941997544,0.01,0.346153846,C7,6112
ID55143,1.168693947,0.08,0.576923077,C8,8794
ID55144,0.627265124,0.23,0.442307692,C14,7788
ID55145,0.194524481,0.17,0.75,C10,73430
ID55146,0.157127176,0.03,0.451923077,C9,17804
ID55147,0.192459145,0.01,0.471153846,C3,4076
ID55148,0.030833177,0.01,0.413461538,C4,21622
ID55149,1.220167409,0.06,0.336538462,C2,27003
ID55150,0.11103377,0,0.490384615,C5,34738
ID55151,1.13997882,0.04,0.442307692,C2,27003
ID55152,0.445766106,0.15,0.461538462,C2,27003
ID55153,0.69229175,0.03,0.644230769,C5,34738
ID55154,0.321576252,0.15,0.538461538,C14,7788
ID55155,0.085842816,0.09,0.336538462,C8,8794
ID55156,1.067488729,0.01,0.567307692,C2,27003
ID55157,1.123151412,0.02,0.644230769,C2,27003
ID55158,1.137481111,0.07,0.480769231,C8,8794
ID55159,1.151410991,0.05,0.557692308,C8,8794
ID55160,0.024879349,0.03,0.567307692,C8,8794
ID55161,0.222615248,0.1,0.326923077,C2,27003
ID55162,0.630222596,0.03,0.375,C3,4076
ID55163,1.123769441,0.06,0.413461538,C2,27003
ID55164,1.153467237,0.08,0.586538462,C14,7788
ID55165,0.346353412,0.11,0.471153846,C8,8794
ID55166,0.378655559,0.01,0.355769231,C7,6112
ID55167,1.123076624,0.09,0.730769231,C14,7788
ID55168,0.939306147,0.14,0.471153846,C8,8794
ID55169,0.511819927,0.09,0.692307692,C2,27003
ID55170,0.301147012,0,0.586538462,C10,73430
ID55171,1.04895774,0.15,0.586538462,C12,34791
ID55172,0.620895306,0.01,0.375,C13,5410
ID55173,1.038273099,0.02,0.480769231,C1,4990
ID55174,0.722649183,0.09,0.557692308,C2,27003
ID55175,0.373424057,0.04,0.307692308,C3,4076
ID55176,0.40634359,0.01,0.432692308,C10,73430
ID55177,1.124006688,0.04,0.384615385,C8,8794
ID55178,0.452824593,0.08,0.538461538,C8,8794
ID55179,0.838911449,0.01,0.355769231,C3,4076
ID55180,0.861882401,0.12,0.394230769,C8,8794
ID55181,0.309073409,0.12,0.326923077,C14,7788
ID55182,0.097331622,0.15,0.346153846,C7,6112
ID55183,1.222122293,0.17,0.596153846,C10,73430
ID55184,0.042276339,0,0.586538462,C13,5410
ID55185,0.667532771,0.18,0.490384615,C2,27003
ID55186,0.946018317,0.06,0.298076923,C8,8794
ID55187,0.159996248,0,0.548076923,C2,27003
ID55188,0.523543417,0.03,0.5,C4,21622
ID55189,1.224267473,0.05,0.605769231,C7,6112
ID55190,0.115146368,0.11,0.317307692,C8,8794
ID55191,0.009676841,0.01,0.394230769,C9,17804
ID55192,0.152939629,0.01,0.711538462,C5,34738
ID55193,0.297363514,0.01,0.442307692,C8,8794
ID55194,0.020818495,0.02,0.586538462,C2,27003
ID55195,1.018409532,0.01,0.480769231,C5,34738
ID55196,0.21397431,0,0.442307692,C14,7788
ID55197,0.021461824,0.01,0.336538462,C2,27003
ID55198,1.115409303,0.01,0.653846154,C9,17804
ID55199,0.011675403,0.01,0.403846154,C7,6112
ID55200,1.157806148,0.04,0.432692308,C3,4076
ID55201,0.0817939,0.06,0.355769231,C9,17804
ID55202,1.195747864,0.13,0.653846154,C8,8794
ID55203,0.012140878,0,0.538461538,C8,8794
ID55204,0.386126945,0.09,0.365384615,C13,5410
ID55205,0.879241829,0,0.451923077,C13,5410
ID55206,0.100794277,0,0.394230769,C5,34738
ID55207,0.550438156,0.01,0.413461538,C9,17804
ID55208,0.971631479,0.01,0.442307692,C3,4076
ID55209,0.092831958,0.12,0.307692308,C3,4076
ID55210,0.054591257,0,0.384615385,C3,4076
ID55211,0.983454801,0.07,0.5,C9,17804
ID55212,1.244689192,0.06,0.471153846,C8,8794
ID55213,1.1451952,0.02,0.432692308,C14,7788
ID55214,0.03682108,0.05,0.355769231,C8,8794
ID55215,1.230847316,0.06,0.375,C14,7788
ID55216,0.233599025,0.16,0.317307692,C10,73430
ID55217,1.077923939,0.05,0.490384615,C8,8794
ID55218,1.128879733,0.07,0.423076923,C3,4076
ID55219,1.159139727,0.01,0.673076923,C8,8794
ID55220,1.195394583,0.19,0.413461538,C5,34738
ID55221,0.701701853,0.06,0.346153846,C14,7788
ID55222,0.636009202,0.01,0.538461538,C7,6112
ID55223,0.525426153,0.05,0.346153846,C8,8794
ID55224,0.401146558,0.09,0.394230769,C7,6112
ID55225,0.660260833,0.01,0.375,C3,4076
ID55226,0.99186837,0.02,0.317307692,C5,34738
ID55227,0.512774216,0.01,0.375,C9,17804
ID55228,0.721349098,0.06,0.451923077,C14,7788
ID55229,1.013795364,0.07,0.528846154,C13,5410
ID55230,1.066696683,0.03,0.403846154,C14,7788
ID55231,0.022147591,0.02,0.5,C10,73430
ID55232,1.160172407,0.07,0.442307692,C8,8794
ID55233,0.440493184,0.01,0.586538462,C8,8794
ID55234,0.072711199,0.13,0.307692308,C2,27003
ID55235,0.575339223,0.03,0.471153846,C3,4076
ID55236,0.033193766,0.01,0.346153846,C12,34791
ID55237,0.488853692,0.13,0.490384615,C14,7788
ID55238,0.524550176,0.1,0.480769231,C7,6112
ID55239,0.374368196,0.04,0.596153846,C3,4076
ID55240,0.693758273,0.15,0.394230769,C5,34738
ID55241,1.037541254,0.15,0.423076923,C8,8794
ID55242,0.07191108,0,0.480769231,C3,4076
ID55243,1.060491536,0.08,0.471153846,C1,4990
ID55244,1.159913589,0.06,0.423076923,C8,8794
ID55245,1.031996774,0.1,0.682692308,C8,8794
ID55246,0.628196779,0.02,0.298076923,C8,8794
ID55247,0.361640985,0,0.625,C2,27003
ID55248,0.313047951,0.11,0.519230769,C8,8794
ID55249,0.806521684,0.02,0.567307692,C1,4990
ID55250,0.08172829,0,0.730769231,C2,27003
ID55251,1.136842543,0.11,0.394230769,C8,8794
ID55252,0.831183622,0.05,0.423076923,C4,21622
ID55253,1.095396833,0,0.298076923,C10,73430
ID55254,0.115588041,0,0.625,C10,73430
ID55255,1.032475055,0.07,0.403846154,C13,5410
ID55256,0.469086769,0.05,0.798076923,C19,27742
ID55257,0.329514487,0.07,0.394230769,C12,34791
ID55258,1.103253952,0.05,0.326923077,C8,8794
ID55259,0.979584078,0.03,0.442307692,C10,73430
ID55260,1.028047608,0.06,0.442307692,C8,8794
ID55261,1.117716239,0.08,0.663461538,C8,8794
ID55262,0.051848233,0.02,0.490384615,C2,27003
ID55263,0.143678098,0.01,0.403846154,C1,4990
ID55264,0.10625087,0.02,0.423076923,C3,4076
ID55265,1.194159668,0.1,0.375,C8,8794
ID55266,1.122832036,0.06,0.634615385,C7,6112
ID55267,0.198963232,0,0.346153846,C3,4076
ID55268,0.271716585,0,0.355769231,C14,7788
ID55269,1.200432049,0.1,0.557692308,C19,27742
ID55270,1.084718174,0.07,0.519230769,C3,4076
ID55271,1.18177599,0.1,0.5,C2,27003
ID55272,0.780502215,0.01,0.432692308,C8,8794
ID55273,1.232900724,0.07,0.548076923,C11,6108
ID55274,0.083310251,0.03,0.346153846,C10,73430
ID55275,1.187794148,0.04,0.730769231,C14,7788
ID55276,1.09188324,0.15,0.326923077,C11,6108
ID55277,0.108429979,0.15,0.288461538,C4,21622
ID55278,1.115614479,0.14,0.528846154,C8,8794
ID55279,1.16043405,0.09,0.846153846,C8,8794
ID55280,0.090466685,0.02,0.288461538,C16,16206
ID55281,0.081414944,0.09,0.403846154,C8,8794
ID55282,0.006733172,0.03,0.365384615,C6,13051
ID55283,1.099467334,0.03,0.605769231,C7,6112
ID55284,0.484813799,0.02,0.384615385,C10,73430
ID55285,1.23913975,0.07,0.403846154,C15,290
ID55286,0.526924781,0.01,0.548076923,C15,290
ID55287,0.257542997,0.08,0.413461538,C4,21622
ID55288,1.020275092,0.01,0.557692308,C5,34738
ID55289,0.575229731,0.04,0.625,C5,34738
ID55290,0.678681414,0.01,0.413461538,C4,21622
ID55291,0.258263249,0.17,0.355769231,C1,4990
ID55292,1.006803163,0.05,0.461538462,C1,4990
ID55293,0.063966132,0.14,0.375,C13,5410
ID55294,0.602494643,0.1,0.509615385,C5,34738
ID55295,0.428231436,0.13,0.298076923,C5,34738
ID55296,0.271979006,0.15,0.346153846,C2,27003
ID55297,0.239072825,0.02,0.442307692,C13,5410
ID55298,0.645025163,0.02,0.480769231,C2,27003
ID55299,0.262190678,0.02,0.384615385,C8,8794
ID55300,1.104822058,0.1,0.442307692,C4,21622
ID55301,1.147856109,0.07,0.817307692,C8,8794
ID55302,0.081632665,0.2,0.576923077,C2,27003
ID55303,0.973933339,0.09,0.384615385,C10,73430
ID55304,0.089269515,0.05,0.442307692,C7,6112
ID55305,0.090715643,0.12,0.490384615,C8,8794
ID55306,0.727417932,0.06,0.663461538,C8,8794
ID55307,0.082272848,0.01,0.509615385,C10,73430
ID55308,1.085181203,0.05,0.480769231,C7,6112
ID55309,0.089516764,0.14,0.5,C10,73430
ID55310,0.920828556,0.04,0.326923077,C3,4076
ID55311,0.594331629,0.11,0.538461538,C3,4076
ID55312,1.241330761,0.03,0.596153846,C14,7788
ID55313,0.045557972,0.1,0.423076923,C5,34738
ID55314,1.041360851,0.12,0.384615385,C5,34738
ID55315,1.169846781,0.11,0.317307692,C4,21622
ID55316,0.550837847,0.16,0.375,C8,8794
ID55317,1.142009422,0.18,0.701923077,C10,73430
ID55318,0.77316223,0.1,0.442307692,C2,27003
ID55319,1.045182905,0.11,0.721153846,C8,8794
ID55320,0.08868178,0.03,0.567307692,C9,17804
ID55321,1.016286248,0.07,0.519230769,C11,6108
ID55322,0.671307229,0.03,0.663461538,C5,34738
ID55323,0.071582625,0.03,0.346153846,C2,27003
ID55324,1.185055118,0.11,0.317307692,C8,8794
ID55325,0.93281174,0.01,0.346153846,C3,4076
ID55326,1.094768406,0.16,0.432692308,C8,8794
ID55327,0.932102389,0.04,0.288461538,C2,27003
ID55328,0.063639915,0,0.528846154,C8,8794
ID55329,1.071167111,0.14,0.451923077,C8,8794
ID55330,0.746590657,0.08,0.528846154,C2,27003
ID55331,0.125242012,0.04,0.375,C2,27003
ID55332,1.07987957,0.08,0.730769231,C8,8794
ID55333,1.036069757,0.03,0.490384615,C9,17804
ID55334,0.281472582,0.1,0.423076923,C5,34738
ID55335,0.838848433,0,0.413461538,C2,27003
ID55336,0.505679292,0.17,0.442307692,C8,8794
ID55337,0.485009926,0.08,0.346153846,C8,8794
ID55338,1.007696106,0.07,0.653846154,C13,5410
ID55339,0.083045341,0.09,0.317307692,C5,34738
ID55340,0.793094071,0.1,0.336538462,C5,34738
ID55341,0.24423696,0.04,0.673076923,C5,34738
ID55342,1.18750553,0.04,0.413461538,C10,73430
ID55343,0.092793157,0,0.528846154,C1,4990
ID55344,0.097613349,0.15,0.480769231,C5,34738
ID55345,0.23050551,0.04,0.461538462,C19,27742
ID55346,0.200814921,0.06,0.5,C5,34738
ID55347,1.080261918,0.14,0.519230769,C9,17804
ID55348,0.006650326,0.03,0.451923077,C6,13051
ID55349,0.246811616,0.02,0.394230769,C3,4076
ID55350,1.091316615,0.06,0.586538462,C9,17804
ID55351,0.08409797,0.05,0.403846154,C5,34738
ID55352,0.122850819,0.01,0.432692308,C2,27003
ID55353,1.12989685,0.09,0.701923077,C8,8794
ID55354,0.076228932,0.17,0.432692308,C3,4076
ID55355,0.159709232,0.16,0.538461538,C8,8794
ID55356,0.921033601,0.04,0.730769231,C9,17804
ID55357,1.194825356,0.03,0.384615385,C8,8794
ID55358,0.560143266,0.11,0.5,C9,17804
ID55359,0.961825583,0.06,0.5,C8,8794
ID55360,0.049010179,0,0.576923077,C6,13051
ID55361,0.236802066,0.02,0.317307692,C6,13051
ID55362,0.361686498,0.01,0.298076923,C2,27003
ID55363,0.850499154,0.06,0.5,C8,8794
ID55364,0.218332225,0.02,0.384615385,C14,7788
ID55365,0.957810302,0.14,0.567307692,C14,7788
ID55366,1.038859535,0.13,0.403846154,C14,7788
ID55367,0.63807743,0.1,0.432692308,C8,8794
ID55368,0.010363074,0.1,0.346153846,C9,17804
ID55369,1.050268919,0.05,0.365384615,C5,34738
ID55370,1.024781048,0.1,0.663461538,C8,8794
ID55371,1.125401693,0.22,0.567307692,C8,8794
ID55372,0.558060972,0,0.471153846,C9,17804
ID55373,0.321636323,0,0.461538462,C2,27003
ID55374,0.478447624,0.1,0.346153846,C8,8794
ID55375,0.971021432,0.09,0.432692308,C2,27003
ID55376,0.074140544,0.18,0.625,C8,8794
ID55377,0.081940792,0.12,0.442307692,C5,34738
ID55378,0.148506669,0.02,0.519230769,C2,27003
ID55379,0.089693408,0.1,0.375,C2,27003
ID55380,1.067346707,0.04,0.365384615,C8,8794
ID55381,0.932844704,0.03,0.403846154,C6,13051
ID55382,0.314933569,0.12,0.423076923,C8,8794
ID55383,0.116660493,0.07,0.432692308,C10,73430
ID55384,1.044065491,0.1,0.317307692,C14,7788
ID55385,0.099082262,0.05,0.480769231,C3,4076
ID55386,1.121177958,0.04,0.596153846,C12,34791
ID55387,0.111925514,0,0.442307692,C3,4076
ID55388,1.097199424,0.12,0.317307692,C13,5410
ID55389,0.083785544,0.08,0.451923077,C8,8794
ID55390,0.171224187,0.11,0.576923077,C10,73430
ID55391,0.611472501,0.24,0.5,C10,73430
ID55392,0.692568032,0.15,0.365384615,C12,34791
ID55393,0.082426964,0.12,0.413461538,C5,34738
ID55394,0.433261338,0.04,0.336538462,C1,4990
ID55395,0.297073522,0.07,0.413461538,C3,4076
ID55396,0.543110316,0,0.384615385,C1,4990
ID55397,0.048770199,0,0.336538462,C3,4076
ID55398,0.596566209,0.08,0.307692308,C5,34738
ID55399,0.245284169,0.16,0.413461538,C14,7788
ID55400,0.527759127,0.15,0.605769231,C5,34738
ID55401,1.049123439,0.07,0.663461538,C13,5410
ID55402,0.225798254,0,0.307692308,C1,4990
ID55403,0.125396045,0.02,0.740384615,C18,35036
ID55404,0.097719713,0.01,0.567307692,C3,4076
ID55405,0.721329279,0,0.326923077,C8,8794
ID55406,1.127084822,0.04,0.548076923,C8,8794
ID55407,0.265604056,0.13,0.394230769,C8,8794
ID55408,0.501842792,0.1,0.519230769,C8,8794
ID55409,0.706098579,0.07,0.75,C8,8794
ID55410,0.169826584,0.01,0.653846154,C18,35036
ID55411,1.218727893,0.13,0.509615385,C5,34738
ID55412,0.409318989,0.04,0.5,C3,4076
ID55413,0.32438667,0.03,0.75,C3,4076
ID55414,0.350218203,0.01,0.442307692,C3,4076
ID55415,0.52087586,0.12,0.384615385,C19,27742
ID55416,0.146418427,0.06,0.576923077,C9,17804
ID55417,1.140149171,0.1,0.326923077,C3,4076
ID55418,0.249997393,0.06,0.298076923,C8,8794
ID55419,1.009668757,0.11,0.451923077,C14,7788
ID55420,1.200655525,0.15,0.365384615,C22,16733
ID55421,0.883816261,0.03,0.432692308,C2,27003
ID55422,1.160001838,0.03,0.375,C5,34738
ID55423,0.14028449,0.01,0.625,C10,73430
ID55424,0.345326691,0,0.567307692,C3,4076
ID55425,0.281369251,0.03,0.403846154,C8,8794
ID55426,0.330823203,0.01,0.548076923,C3,4076
ID55427,1.016463218,0.02,0.788461538,C8,8794
ID55428,0.100028062,0,0.384615385,C9,17804
ID55429,0.424208423,0.04,0.423076923,C6,13051
ID55430,0.406268818,0.01,0.432692308,C14,7788
ID55431,1.125553728,0.14,0.451923077,C8,8794
ID55432,0.095829788,0.01,0.442307692,C2,27003
ID55433,0.310454879,0.03,0.538461538,C17,65567
ID55434,0.502575734,0.01,0.682692308,C5,34738
ID55435,1.036213973,0.08,0.730769231,C1,4990
ID55436,1.119772787,0.14,0.423076923,C8,8794
ID55437,0.224949778,0,0.384615385,C3,4076
ID55438,1.032583069,0.05,0.394230769,C12,34791
ID55439,0.465384326,0.02,0.480769231,C2,27003
ID55440,0.203864173,0.08,0.451923077,C2,27003
ID55441,0.602325185,0.02,0.355769231,C3,4076
ID55442,0.897180621,0.02,0.423076923,C13,5410
ID55443,0.53116819,0.01,0.605769231,C9,17804
ID55444,0.340780504,0.02,0.451923077,C2,27003
ID55445,0.64727936,0,0.519230769,C16,16206
ID55446,1.03581739,0.04,0.519230769,C8,8794
ID55447,1.228571602,0.03,0.442307692,C9,17804
ID55448,0.203735973,0.15,0.317307692,C1,4990
ID55449,0.761414173,0.01,0.471153846,C5,34738
ID55450,0.395119587,0.12,0.336538462,C4,21622
ID55451,1.136042745,0.05,0.288461538,C5,34738
ID55452,0.378333125,0.03,0.451923077,C5,34738
ID55453,0.307319166,0,0.461538462,C2,27003
ID55454,0.098641068,0.07,0.288461538,C5,34738
ID55455,1.213668489,0.11,0.413461538,C2,27003
ID55456,0.470483108,0.07,0.519230769,C9,17804
ID55457,1.216006919,0.06,0.288461538,C2,27003
ID55458,0.338744456,0.07,0.519230769,C3,4076
ID55459,0.977166219,0.17,0.5,C11,6108
